"","words","term.freq","doc.freq"
"8493","attacks",4,4
"8494","come.letters",1,1
"8495","convict-ships",1,1
"8496","marley",1,1
"8497","mario",1,1
"8498","isabella",2,2
"8499","intermediate",1,1
"8500","port.extract",1,1
"8501","solemnly",1,1
"8502","drugging",1,1
"8503","calaba",1,1
"8504","collective.montreal",1,1
"8505","rouge",1,1
"8506","before-mentioned",1,1
"8507","milder",1,1
"8508","populous",4,4
"8509","plications",1,1
"8510","referred",8,7
"8511","to:â",1,1
"8512","downing",4,4
"8513","inctly",1,1
"8514","specifies",1,1
"8515","governance.with",1,1
"8516","practical",5,4
"8517","spot.the",2,2
"8518","allotting",1,1
"8519","implements",5,5
"8520","debarred",1,1
"8521","derte",1,1
"8522","purchasing",2,2
"8523","ception.the",1,1
"8524","ceed",1,1
"8525","colony.in",1,1
"8526","pecaniary",1,1
"8527","directios",1,1
"8528","ensure",2,2
"8529","intelligencefire",1,1
"8530","newfoundlandwe",1,1
"8531","calamitous",4,3
"8532","critchelly",1,1
"8533","arriv",1,1
"8534","carbonear",1,1
"8535","uninhabited",2,2
"8536","inflammable",1,1
"8537","roofs",2,2
"8538","milies",1,1
"8539","consumed",3,3
"8540","warehouses.we",1,1
"8541","conder",1,1
"8542","tracy's",1,1
"8543","baine",1,1
"8544","co.'s.cape",1,1
"8545","hopeat",1,1
"8546","tilities",1,1
"8547","anew",1,1
"8548","considerable.cape",1,1
"8549","borders",3,3
"8550","graham's",3,2
"8551","fiel",1,1
"8552","boors",3,2
"8553","inrol",1,1
"8554","enemy.cape",1,1
"8555","wilshire",1,1
"8556","pursue",5,3
"8557","appointed.jamaica",1,1
"8558","sad",2,2
"8559","fugitive",1,1
"8560","marsha",1,1
"8561","blas",1,1
"8562","porto",3,2
"8563","bello",2,1
"8564","andreas",1,1
"8565","leap",2,2
"8566","promulgated",2,2
"8567","betrayed",1,1
"8568","retake",1,1
"8569","rio",6,3
"8570","janeiro",5,3
"8571","litna",1,1
"8572","andromache",2,2
"8573","shirreff",1,1
"8574","cochrane's",1,1
"8575","seas",6,5
"8576","resorted",3,3
"8577","undue",2,2
"8578","blackwood's",1,1
"8579","magazine.)the",1,1
"8580","thin",3,3
"8581","surplus",5,5
"8582","birth",4,3
"8583","divert",2,2
"8584","convince",4,4
"8585","forefathers.the",1,1
"8586","question.the",1,1
"8587","agreedable",1,1
"8588","intensely",1,1
"8589","rainy",1,1
"8590","stormy",4,3
"8591","fires",6,4
"8592","indolent",2,1
"8593","unheathliness",1,1
"8594","artificial",2,2
"8595","tanks",1,1
"8596","reservoirs",2,2
"8597","irrigation",1,1
"8598","wells",3,2
"8599","vegetation",1,1
"8600","ensues",1,1
"8601","digging",1,1
"8602","swollen",1,1
"8603","torrents",2,2
"8604","eels",1,1
"8605","turtle",2,2
"8606","seas.there",1,1
"8607","taxus",1,1
"8608","elongatus",1,1
"8609","diameter",4,3
"8610","iron-wood",1,1
"8611","straight",1,1
"8612","hassayni",1,1
"8613","tree...the",1,1
"8614","constantia",1,1
"8615","wine",7,4
"8616","wines",3,1
"8617","fairly",4,3
"8618","augured",1,1
"8619","heretofore",4,3
"8620","mattered",1,1
"8621","sour",1,1
"8622","decayed",2,2
"8623","unripe",1,1
"8624","stalks",3,2
"8625","leaves",6,5
"8626","promiscuously",1,1
"8627","wine-press",1,1
"8628","seasoning",1,1
"8629","brimstone",1,1
"8630","brandy",4,4
"8631","contributed",3,3
"8632","deteriorate",1,1
"8633","madeira",5,2
"8634","trifling",6,5
"8635","affixed",1,1
"8636","introducing",1,1
"8637","home-made",1,1
"8638","equitable",1,1
"8639","decidely",2,2
"8640","unalterably",1,1
"8641","bides",1,1
"8642","whale",16,7
"8643","bone",1,1
"8644","soap",1,1
"8645","candles",1,1
"8646","aloes",1,1
"8647","prosperit",1,1
"8648","despotism",1,1
"8649","contituted",1,1
"8650","purest",1,1
"8651","annuls",1,1
"8652","inserts",1,1
"8653","adviser",1,1
"8654","extend",7,7
"8655","rescinded",1,1
"8656","obscured",1,1
"8657","edicts",1,1
"8658","laterly",1,1
"8659","foribus",1,1
"8660","clausis",1,1
"8661","presides",1,1
"8662","checks",2,2
"8663","governor.the",1,1
"8664","groan",2,2
"8665","painfully",1,1
"8666","choice.â",1,1
"8667","parliamentary",6,5
"8668","grant.noting",1,1
"8669","bedd",1,1
"8670","vansittuart's",1,1
"8671","reaching",4,4
"8672","kindred",2,2
"8673","allay",1,1
"8674","sorrowing",1,1
"8675","recollection",2,2
"8676","pastor",5,3
"8677","veneration",1,1
"8678","attach",1,1
"8679","him.it",2,2
"8680","outselves",1,1
"8681","sober",3,2
"8682","steady",4,4
"8683","vicious",1,1
"8684","safer",1,1
"8685","reward.during",1,1
"8686","cook",3,3
"8687","beremember",1,1
"8688","manufactory",1,1
"8689","cheaply",1,1
"8690","clad",1,1
"8691","soft",1,1
"8692","warmth",3,3
"8693","colder",2,2
"8694","mattress",1,1
"8695","coverlet.there",1,1
"8696","intimately",1,1
"8697","credence",1,1
"8698","introduce",7,6
"8699","stubbornly",1,1
"8700","luxurious",1,1
"8701","unparalleled",2,2
"8702","shown",3,3
"8703","barbarities",3,3
"8704","encouraged",3,3
"8705","perpetration",1,1
"8706","inhumanities",1,1
"8707","attainments",1,1
"8708","thewe",1,1
"8709","hints",2,2
"8710","furnishing",4,4
"8711","chanceller",1,1
"8712","americe",1,1
"8713","discouraging",3,3
"8714","components",1,1
"8715","concentrate",1,1
"8716","circular.)the",1,1
"8717","lists",3,2
"8718","batburst",1,1
"8719","accepts",1,1
"8720","mde",1,1
"8721","conformity",1,1
"8722","government.i",1,1
"8723","absolutely",3,3
"8724","correctly",3,3
"8725","erroneous",5,5
"8726","made.i",1,1
"8727","servant(signed)henry",1,1
"8728","goulburn.p.s",1,1
"8729","pensioners",3,3
"8730","designation",2,2
"8731","allowances",1,1
"8732","colony.these",1,1
"8733","guidance",4,4
"8734","receipt",2,2
"8735","allowances.in",0,0
"8736","cubic",1,1
"8737","family.the",1,1
"8738","follows:return",1,1
"8739","payable",5,4
"8740","intelligenceletters",1,1
"8741","letlets",1,1
"8742","unhealthy.the",1,1
"8743","skeletons",1,1
"8744","others.a",1,1
"8745","counter",2,2
"8746","complain",2,2
"8747","licentiousness",2,2
"8748","island.(from",1,1
"8749","panama",1,1
"8750","cochran",1,1
"8751","callao",2,2
"8752","guayaquil",1,1
"8753","chili",3,3
"8754","forthnight",1,1
"8755","carthagena",4,2
"8756","santa",4,1
"8757","bolivar",4,2
"8758","murillo's",1,1
"8759","advances",1,1
"8760","aide-de",1,1
"8761","venezuelian",1,1
"8762","honda",1,1
"8763","samana",1,1
"8764","captain-general",2,2
"8765","ramirez",1,1
"8766","bolivar's",1,1
"8767","mempaz[?].there",1,1
"8768","settlers.a",0,0
"8769","shock",6,5
"8770","second[?].madras",1,1
"8771","gratifying",7,7
"8772","asserghur",1,1
"8773","wait",3,3
"8774","details.madras",1,1
"8775","duncan",5,3
"8776","lang's",2,2
"8777","funeral",1,1
"8778","duncan's",4,2
"8779","mroe",1,1
"8780","remembrance",1,1
"8781","respected.calcutta",1,1
"8782","stamford",2,2
"8783","raffles",2,1
"8784","sultan",3,3
"8785","jahore",2,1
"8786","tomangong",1,1
"8787","sincapore",1,1
"8788","residency",1,1
"8789","furqubar",1,1
"8790","captial",1,1
"8791","congratulate",1,1
"8792","flying",6,6
"8793","penang",1,1
"8794","malacca",1,1
"8795","bataxian",1,1
"8796","competitors.cape",1,1
"8797","colonising",1,1
"8798","incursions",2,2
"8799","incidentally",1,1
"8800","market.maritime",1,1
"8801","intelligencefriday",1,1
"8802","martial",1,1
"8803","adjournment",2,2
"8804","concealment",1,1
"8805","phaeton",2,1
"8806","dillon",1,1
"8807","geary",3,2
"8808","afternnoon",1,1
"8809","mon",1,1
"8810","reprimanded.letters",1,1
"8811","receivedon",1,1
"8812","burden",7,6
"8813","shipley",2,2
"8814","intelligencespanish",1,1
"8815","jamaicaâ",1,1
"8816","voyages",3,3
"8817","serapis",1,1
"8818","roofed",1,1
"8819","humanely",1,1
"8820","scattered",1,1
"8821","relatives",4,4
"8822","sparrow",1,1
"8823","adjt.-general",1,1
"8824","rowe",3,1
"8825","son-in-law",1,1
"8826","paymaster",4,1
"8827","montgomery",6,2
"8828","survived",2,2
"8829","assistant",3,3
"8830","surgeon",8,7
"8831","in-law",1,1
"8832","richardson",1,1
"8833","adjutant",4,3
"8834","lyon",4,2
"8835","misses",4,3
"8836","lieuts",1,1
"8837","mackie",1,1
"8838","turner",1,1
"8839","baxter",1,1
"8840","quarter-master",1,1
"8841","baxter[?].the",1,1
"8842","confined",8,7
"8843","stretching",1,1
"8844","midland",2,2
"8845","ottawa",2,2
"8846","contact",4,3
"8847","louisiana",2,2
"8848","invectives",1,1
"8849","country.letters",1,1
"8850","mogadoru",2,1
"8851","plague",2,2
"8852","moors",1,1
"8853","pestilence",1,1
"8854","renew",2,2
"8855","observer",4,4
"8856","godalming",1,1
"8857","handed",3,2
"8858","rage",1,1
"8859","justified",1,1
"8860","contents",2,2
"8861","clusions",1,1
"8862","patterns",1,1
"8863","belles",1,1
"8864","fasions",1,1
"8865","influx",3,3
"8866","visitors",11,3
"8867","complying",1,1
"8868","shrink",1,1
"8869","responsibility",2,2
"8870","disguise",3,2
"8871","anticipating",3,2
"8872","failures",2,2
"8873","unpardonable",1,1
"8874","thoughtlessly",1,1
"8875","dissipated",1,1
"8876","fatiguing",1,1
"8877","sunk",2,2
"8878","apathy",1,1
"8879","listless",1,1
"8880","trades",3,3
"8881","journeymen",2,2
"8882","well.with",1,1
"8883","recall",1,1
"8884","joked",1,1
"8885","doubted",3,3
"8886","foresaw",1,1
"8887","start",1,1
"8888","millinery",1,1
"8889","dress-making",1,1
"8890","childbed",1,1
"8891","attractive",1,1
"8892","titled",3,3
"8893","london'&c",1,1
"8894","afloat",9,9
"8895","obscurity",1,1
"8896","bricklayer",1,1
"8897","builder",3,3
"8898","fortunate.â",1,1
"8899","row",2,2
"8900","jobs",1,1
"8901","description.of",1,1
"8902","fiften",2,2
"8903","godalmbing",1,1
"8904","proud",3,3
"8905","capitalsâ",1,1
"8906","myselfâ",1,1
"8907","husbanding",1,1
"8908","resources",8,6
"8909","abstaining",1,1
"8910","successed",1,1
"8911","laying",2,2
"8912","happiness.we",1,1
"8913","time?other",1,1
"8914","roughness",1,1
"8915","hospitable",1,1
"8916","thwart",1,1
"8917","humours",1,1
"8918","statesâ",1,1
"8919","storekeeping",1,1
"8920","nearer",2,2
"8921","repentance",1,1
"8922","birkbeck's",11,3
"8923","arks",1,1
"8924","birk",2,2
"8925","beck's",1,1
"8926","howeverwill",1,1
"8927","overcome",2,2
"8928","fireside",2,2
"8929","consciousness",1,1
"8930","counterbalanced",1,1
"8931","castant",1,1
"8932","visitation",1,1
"8933","tax-gathered",1,1
"8934","increases",1,1
"8935","civilisation",2,2
"8936","assuance",1,1
"8937","attained.as",1,1
"8938","hav",1,1
"8939","uthe",1,1
"8940","canada.about",1,1
"8941","paisley",10,3
"8942","cheering",5,5
"8943","felicities",1,1
"8944","companion",3,3
"8945","exult",1,1
"8946","narrations",1,1
"8947","ardour",1,1
"8948","imploring",0,0
"8949","donation",1,1
"8950","attending",3,3
"8951","supplications",1,1
"8952","depute",1,1
"8953","memorialized",1,1
"8954","reception",4,4
"8955","kindness",5,4
"8956","subscribe",1,1
"8957","rejected",3,2
"8958","despairing",1,1
"8959","proposition",4,4
"8960","fiercer",1,1
"8961","radicals",2,2
"8962","spleen",1,1
"8963","jeering",2,2
"8964","deprecating",1,1
"8965","farce",1,1
"8966","unanimity",3,3
"8967","querulous",1,1
"8968","italy",1,1
"8969","hotter",1,1
"8970","coller",1,1
"8971","fruitful",1,1
"8972","constitutions",2,2
"8973","longevity",1,1
"8974","fuel",3,3
"8975","snows",1,1
"8976","intense",3,3
"8977","fortitude.(from",1,1
"8978","lavaysse's",1,1
"8979","margaritta",1,1
"8980","published.)stedman",1,1
"8981","flagged",1,1
"8982","townhouse",1,1
"8983","signs",1,1
"8984","commiseration",1,1
"8985","sigh",1,1
"8986","hang",2,2
"8987","hangman",2,1
"8988","tying",1,1
"8989","cord",11,10
"8990","neck",27,12
"8991","launch",1,1
"8992","eternity",1,1
"8993","steadfastly",1,1
"8994","smile",1,1
"8995","stedman",1,1
"8996","injustice",1,1
"8997","intrepidity",3,3
"8998","gibbet",2,2
"8999","ribs",1,1
"9000","incisions",1,1
"9001","hook",1,1
"9002","hanging",2,2
"9003","licking",6,4
"9004","drops",0,0
"9005","rained",1,1
"9006","gallows",1,1
"9007","cried",1,1
"9008","reproached",1,1
"9009","courage",2,2
"9010","behave",1,1
"9011","sentry",1,1
"9012","brains",1,1
"9013","butt",1,1
"9014","musquet",1,1
"9015","narrator",1,1
"9016","legs",1,1
"9017","nail",2,1
"9018","complaining",3,3
"9019","executioners",1,1
"9020","monster",1,1
"9021","bepoisoned",1,1
"9022","kick",1,1
"9023","settlementa",1,1
"9024","author's",2,2
"9025","helped",1,1
"9026","misquotation",1,1
"9027","misconstruction",1,1
"9028","sarcasm",1,1
"9029","caustic",1,1
"9030","controversist",1,1
"9031","wallow",1,1
"9032","mire",1,1
"9033","pushing",2,2
"9034","richly",2,2
"9035","accomodations",1,1
"9036","convenienes",1,1
"9037","shewing",1,1
"9038","accommodated",1,1
"9039","captious",1,1
"9040","forgetting",1,1
"9041","don't",1,1
"9042","sabine",1,1
"9043","spoliation",1,1
"9044","evidently",1,1
"9045","census",6,6
"9046","hint",1,1
"9047","scouring",1,1
"9048","boarding-schools",1,1
"9049","assortment",2,2
"9050","market.the",1,1
"9051","interest.english",1,1
"9052","countrymenâ",1,1
"9053","settlement.my",1,1
"9054","reasoning",3,3
"9055","grounded",1,1
"9056","elapsed",1,1
"9057","opinnions",1,1
"9058","test",1,1
"9059","delightful",2,2
"9060","abode",2,2
"9061","belayed",1,1
"9062","prospects.this",1,1
"9063","unusual",2,2
"9064","fencing",1,1
"9065","hogs",4,3
"9066","indivi",1,1
"9067","duals",1,1
"9068","settlement.with",1,1
"9069","capitalist",2,1
"9070","undecided",1,1
"9071","freeholds",1,1
"9072","cabins",2,2
"9073","squandered",1,1
"9074","highr",1,1
"9075","depressed",1,1
"9076","betry",1,1
"9077","arrogance",1,1
"9078","independence.in",1,1
"9079","delays",1,1
"9080","inseparable",1,1
"9081","undertakings",1,1
"9082","preparatory",4,4
"9083","debtor-side",1,1
"9084","courtlord",1,1
"9085","provost",10,4
"9086","manderston",1,1
"9087","boswell",1,1
"9088","queensberry",4,2
"9089","hospital",21,5
"9090","examine",3,3
"9091","treasurer's",2,2
"9092","next.mr",1,1
"9093","witham",1,1
"9094","junior",3,2
"9095","observations",5,4
"9096","vote",7,7
"9097","expressing",3,2
"9098","institution",10,3
"9099","welfare",5,4
"9100","patients",3,1
"9101","matron",1,1
"9102","existed",10,8
"9103","entitle",2,2
"9104","internal",4,4
"9105","wards",3,3
"9106","resulted",1,1
"9107","hospitals",9,3
"9108","governed",2,2
"9109","trusted",4,4
"9110","to.â",1,1
"9111","crave",1,1
"9112","touching",3,3
"9113","insinuating",1,1
"9114","city's",1,1
"9115","ale",1,1
"9116","calculation",5,5
"9117","withholding",5,4
"9118","invalid",1,1
"9119","inte",1,1
"9120","restricted",1,1
"9121","taxâ",1,1
"9122","governmentâ",1,1
"9123","suggesting",1,1
"9124","lend",1,1
"9125","decline",3,2
"9126","interest.mr",1,1
"9127","alex",1,1
"9128","cruishank",1,1
"9129","motioncol",1,1
"9130","crichton",2,1
"9131","workmen",4,4
"9132","eminence",2,2
"9133","scotsman",2,2
"9134","pattern",1,1
"9135","nursery",3,3
"9136","skilfull",1,1
"9137","practitioners",1,1
"9138","hospi",1,1
"9139","tal",1,1
"9140","inscriptions",1,1
"9141","christain",1,1
"9142","doctrines",3,2
"9143","inculcated",1,1
"9144","treatement",1,1
"9145","imputing",1,1
"9146","tanking",1,1
"9147","quibbling",1,1
"9148","contemptible",1,1
"9149","wigham's.lord",1,1
"9150","meadowbank",1,1
"9151","reminded",1,1
"9152","court.henry",1,1
"9153","jardine",1,1
"9154","begged",9,5
"9155","year.mr",1,1
"9156","wigham's",1,1
"9157","unfashionable",1,1
"9158","allude",2,2
"9159","thisâ",2,2
"9160","anticipated",6,5
"9161","concurred",13,13
"9162","remind",2,2
"9163","christianity",2,2
"9164","healing",1,1
"9165","less.there",1,1
"9166","wigham",2,1
"9167","visitori",1,1
"9168","fittest",2,2
"9169","admirably",2,2
"9170","distrust",1,1
"9171","wht",1,1
"9172","tweed",1,1
"9173","boon",2,2
"9174","monthly",2,2
"9175","rotation",3,1
"9176","managers.mr",1,1
"9177","withdrawn.mr",1,1
"9178","caveat",1,1
"9179","unnecessarily",1,1
"9180","promotion",5,4
"9181","paragraph",4,4
"9182","clinical",1,1
"9183","office-bearers",2,2
"9184","positive",2,2
"9185","imitated",1,1
"9186","reporters",1,1
"9187","leads",1,1
"9188","suggest",3,3
"9189","enjoin",1,1
"9190","economical",4,3
"9191","apparent.â",1,1
"9192","suggestion",3,2
"9193","preface",1,1
"9194","tabular",3,1
"9195","admission",8,5
"9196","diary",1,1
"9197","temperatures",1,1
"9198","moisture",9,9
"9199","atmosphere",2,2
"9200","winds",6,5
"9201","staple",3,3
"9202","decrease",4,4
"9203","diet",2,2
"9204","enumeration",1,1
"9205","interfere",3,3
"9206","discharged",3,3
"9207","honourably",1,1
"9208","experience.the",1,1
"9209","compulsory",3,3
"9210","avocations.the",1,1
"9211","proposer",1,1
"9212","answering",1,1
"9213","voluble",1,1
"9214","obviate",2,2
"9215","adverted",4,3
"9216","regretting",1,1
"9217","troduced",1,1
"9218","practitioner",1,1
"9219","pupils.dr",1,1
"9220","eloquent",3,3
"9221","impractiable",1,1
"9222","comprehension",1,1
"9223","mnner",1,1
"9224","getlmen",1,1
"9225","devote",1,1
"9226","tables",3,3
"9227","recorded",3,3
"9228","tasks",1,1
"9229","welsh",2,2
"9230","individuals.the",1,1
"9231","mover",1,1
"9232","welsh's",1,1
"9233","abler",1,1
"9234","withdraw",6,6
"9235","motion.form",1,1
"9236","justiciary",4,3
"9237","court.our",1,1
"9238","advocate",6,4
"9239","officially",2,2
"9240","strikes",1,1
"9241","jurymen",1,1
"9242","linlithgow",1,1
"9243","haddington",2,2
"9244","roll",1,1
"9245","bands",3,3
"9246","court;â",1,1
"9247","jurors",3,1
"9248","cited",1,1
"9249","macer",1,1
"9250","ourt",1,1
"9251","resorts",1,1
"9252","unequivocal",2,2
"9253","displaying",1,1
"9254","incontrovertibly",1,1
"9255","visible",2,2
"9256","retrograde",1,1
"9257","movement",2,2
"9258","convert",2,2
"9259","functionaries",2,1
"9260","specific",1,1
"9261","successors",1,1
"9262","judicatories",1,1
"9263","well-merited",1,1
"9264","popularity",1,1
"9265","throwing",2,2
"9266","fix",2,2
"9267","juror",1,1
"9268","penl",1,1
"9269","cerain",1,1
"9270","juries",3,2
"9271","coguisable",1,1
"9272","misrepresentation",1,1
"9273","borrow",2,2
"9274","modelling",1,1
"9275","court.mr",1,1
"9276","bywater",1,1
"9277","construced",1,1
"9278","model",2,2
"9279","magnetic",2,2
"9280","phenomena",1,1
"9281","flinders",2,1
"9282","attraction",1,1
"9283","strachan",1,1
"9284","decieved",1,1
"9285","discontents",2,2
"9286","pitied",1,1
"9287","begins",1,1
"9288","elegance",2,2
"9289","plunges",1,1
"9290","fre",1,1
"9291","canopy",1,1
"9292","builds",1,1
"9293","neighbourâ",1,1
"9294","barkâ",1,1
"9295","flat",1,1
"9296","boards",1,1
"9297","enormous",7,6
"9298","bae",1,1
"9299","admiring",1,1
"9300","insulated",1,1
"9301","fiels",1,1
"9302","bog",3,2
"9303","musquetoes",1,1
"9304","sweetâ",1,1
"9305","urges",1,1
"9306","connexions",2,1
"9307","bitterness",1,1
"9308","placing",3,3
"9309","rack-rent",1,1
"9310","farer",1,1
"9311","pos",1,1
"9312","compared",8,6
"9313","appear.it",1,1
"9314","leav",1,1
"9315","disappoint",1,1
"9316","ashamed",2,2
"9317","success.â",1,1
"9318","accomodation",4,4
"9319","themâ",1,1
"9320","vermin",3,3
"9321","fascinating",1,1
"9322","priva",1,1
"9323","sacrifices",5,4
"9324","success.we",1,1
"9325","emi",3,3
"9326","vastly",2,2
"9327","admonish",1,1
"9328","minuteness",1,1
"9329","golden",2,2
"9330","dreams",3,2
"9331","decide",4,4
"9332","native's",1,1
"9333","goldren",1,1
"9334","indepen",1,1
"9335","sounding",1,1
"9336","hardship",2,2
"9337","maret",1,1
"9338","canals",3,3
"9339","tear",2,2
"9340","rudeness",1,1
"9341","risking",1,1
"9342","retraced",1,1
"9343","plunging",2,2
"9344","ent",2,2
"9345","strangers.when",1,1
"9346","mature",2,2
"9347","goâ",2,2
"9348","levellers",1,1
"9349","democrats",1,1
"9350","evil.i",1,1
"9351","allegiances",1,1
"9352","considerd",1,1
"9353","canada.in",1,1
"9354","alleghany",1,1
"9355","america.suppose",1,1
"9356","americaâ",3,3
"9357","canada.miles",1,1
"9358","shawanoe",4,1
"9359","travelling",4,3
"9360","goods:dollars",1,1
"9361","ark",1,1
"9362","scow",1,1
"9363","hired",2,2
"9364","expenses",8,6
"9365","batteau",1,1
"9366","neighbourhoods",1,1
"9367","additiona",2,2
"9368","fees",1,1
"9369","saves",1,1
"9370","dollars.let",1,1
"9371","balanced.illinois",1,1
"9372","fowls",2,1
"9373","n.b",1,1
"9374","truth.from",1,1
"9375","manifest.it",1,1
"9376","proportionally",1,1
"9377","suf",1,1
"9378","ficiently",1,1
"9379","clear.we",1,1
"9380","disadvantage",2,1
"9381","dearness",1,1
"9382","seacoast",1,1
"9383","operates",1,1
"9384","deals",1,1
"9385","disposes",1,1
"9386","consumer",1,1
"9387","a-year",3,2
"9388","consume",2,1
"9389","twelvemonth",1,1
"9390","great.'it",1,1
"9391","quantum",1,1
"9392","farmer's",2,1
"9393","simply",3,3
"9394","converting",1,1
"9395","log-cabin",1,1
"9396","houseâ",1,1
"9397","erect",2,2
"9398","barn",1,1
"9399","cattleâ",1,1
"9400","educate",2,2
"9401","societyâ",1,1
"9402","amelioration",2,2
"9403","mankind.'in",1,1
"9404","selection",5,5
"9405","raises",1,1
"9406","yearly",3,3
"9407","diminishing",1,1
"9408","stronger",2,2
"9409","landholder",1,1
"9410","instruct",1,1
"9411","emigrationamong",1,1
"9412","superintendance",1,1
"9413","embarkthursday",1,1
"9414","edward's",3,3
"9415","children.on",1,1
"9416","passengers.extract",1,1
"9417","equality",3,3
"9418","predominant",1,1
"9419","township",3,2
"9420","stitch",1,1
"9421","cover",2,2
"9422","nakedness",1,1
"9423","strutting",1,1
"9424","stumps",2,2
"9425","pompous",1,1
"9426","ediburgh",1,1
"9427","relieving",3,2
"9428","classes.salus",1,1
"9429","populi",1,1
"9430","suprema",1,1
"9431","lex.there",1,1
"9432","wasa",1,1
"9433","factiousness",1,1
"9434","ultimately",7,5
"9435","entail",1,1
"9436","accountable",1,1
"9437","suffers",1,1
"9438","modern",3,3
"9439","experiments",3,3
"9440","insuperable",2,2
"9441","timidity",1,1
"9442","requiress",1,1
"9443","startled",1,1
"9444","sufferers.during",1,1
"9445","stimulated",1,1
"9446","monopoly",4,1
"9447","melted",1,1
"9448","consumedâ",1,1
"9449","depreciation",4,2
"9450","ending",4,2
"9451","doubled",2,1
"9452","equalled",2,2
"9453","cessation",1,1
"9454","diminuition",2,2
"9455","fictitious",1,1
"9456","multiplication",1,1
"9457","elapses",1,1
"9458","accommodates",1,1
"9459","suffe",1,1
"9460","remedies",2,2
"9461","dependence",2,2
"9462","taxation",1,1
"9463","restrictive",1,1
"9464","obstacles",1,1
"9465","suppy",1,1
"9466","disregarded",1,1
"9467","vulgar",1,1
"9468","clamour",1,1
"9469","misfortunes",1,1
"9470","whch",1,1
"9471","philosophers",1,1
"9472","thankful",2,2
"9473","impeded",1,1
"9474","us.emigration",1,1
"9475","suggests",2,2
"9476","intertiae",1,1
"9477","malthus",2,2
"9478","underrate",1,1
"9479","brazil",1,1
"9480","buenos",9,5
"9481","ayres",9,5
"9482","gradual",1,1
"9483","expatriated",1,1
"9484","advantges",1,1
"9485","flourish",1,1
"9486","securities",2,2
"9487","nugatory",2,2
"9488","operative",1,1
"9489","givingassistance",1,1
"9490","objectionable",2,2
"9491","restrict",1,1
"9492","relieved",5,4
"9493","paupers",3,2
"9494","lke",1,1
"9495","disagree",1,1
"9496","scheldt",1,1
"9497","cat-skins",1,1
"9498","vansittart",1,1
"9499","allots",1,1
"9500","wrung",1,1
"9501","subside",2,2
"9502","aggravating",1,1
"9503","one-seventieth",1,1
"9504","inrease",1,1
"9505","diminish",3,2
"9506","awaiting",1,1
"9507","factitious",1,1
"9508","migration",1,1
"9509","feeble",2,2
"9510","palliative",1,1
"9511","dealt",1,1
"9512","overwhelm",1,1
"9513","humanitiy",1,1
"9514","goaded",1,1
"9515","wantâ",1,1
"9516","cropâ",1,1
"9517","revulsion",1,1
"9518","tradeâ",1,1
"9519","contemplate",1,1
"9520","plots",1,1
"9521","theory",1,1
"9522","silent",1,1
"9523","brace",1,1
"9524","consciences",1,1
"9525","propose",6,5
"9526","fellow-creatures",1,1
"9527","trader",1,1
"9528","younger",1,1
"9529","survives",1,1
"9530","recovering",1,1
"9531","conjectures",2,2
"9532","turns",2,2
"9533","undressed",1,1
"9534","horns",1,1
"9535","putrefaction",1,1
"9536","does;â",1,1
"9537","more.--in",1,1
"9538","disastrous",1,1
"9539","quarantine.â",1,1
"9540","paper.all",1,1
"9541","noticed",1,1
"9542","infectious",1,1
"9543","vapours",1,1
"9544","horns.â",1,1
"9545","prognosticated.â",1,1
"9546","attributed",3,2
"9547","datedhalifax",1,1
"9548","dalhousie",5,2
"9549","governor-in-chief",1,1
"9550","freemasons",2,2
"9551","lodges",1,1
"9552","building.his",1,1
"9553","scaffolding",2,1
"9554","ground.after",1,1
"9555","twining",1,1
"9556","chaplain",3,2
"9557","intendeed",1,1
"9558","students",2,2
"9559","professed",2,2
"9560","admittance",1,1
"9561","fervent",1,1
"9562","undertaking.a",1,1
"9563","bottle",2,2
"9564","tin",2,2
"9565","parchments",0,0
"9566","recess",1,1
"9567","cheers.â",1,1
"9568","masonic",2,2
"9569","processions",1,1
"9570","came.the",1,1
"9571","witnessed",13,12
"9572","halifax.the",1,1
"9573","countess",2,2
"9574","griffith",1,1
"9575","them.lord",1,1
"9576","newcastle",1,1
"9577","waiting",3,3
"9578","kempt.court",1,1
"9579","chanceryâ",1,1
"9580","annuitants",1,1
"9581","legates",1,1
"9582","accountant-general",1,1
"9583","claimants",1,1
"9584","executors",2,1
"9585","consultation",1,1
"9586","granted.the",1,1
"9587","attorney-general",2,2
"9588","consulted.the",1,1
"9589","clients.mr",1,1
"9590","wingfield",1,1
"9591","yarmouth",1,1
"9592","train",1,1
"9593","settlement.the",1,1
"9594","legacies",1,1
"9595","executor",1,1
"9596","consenting",1,1
"9597","right.mr",1,1
"9598","heald",1,1
"9599","one-fourth",2,2
"9600","pleased.the",1,1
"9601","chancellor.â",1,1
"9602","advertiser",3,3
"9603","finishing",1,1
"9604","wallabut",0,0
"9605","gun-ship",1,1
"9606","indiawe",1,1
"9607","publishing",1,1
"9608","radical",1,1
"9609","marquess",2,1
"9610","hastings",5,2
"9611","moving",6,5
"9612","advancement",1,1
"9613","accomplished",5,5
"9614","impious",1,1
"9615","powers.on",1,1
"9616","dilate",1,1
"9617","abitrary",1,1
"9618","shortest",2,2
"9619","period.the",1,1
"9620","adorned",1,1
"9621","biography",1,1
"9622","statesman",3,2
"9623","detractors",1,1
"9624","printer's",1,1
"9625","unrivalled",1,1
"9626","applicable",3,3
"9627","msot",2,2
"9628","scope",2,2
